Ship_Type,Ship_Size,Fuel_Level_tonnes,Ship_Load_%,Wind_Speed_knots,Precipitation_mm_hr,Wave_Height_m,Storm_Severity,Distance_to_Disaster_km,Adjusted_Speed_knots
Tanker,Large,153.09,65.0,30.13,20.46,13.18,High,163.17,4.4
Container,Medium,62.4,87.0,22.14,7.75,5.59,Medium,380.98,9.59
Container,Small,30.15,73.0,14.49,26.79,7.52,Medium,226.39,3.65
Cargo,Small,45.98,87.0,14.6,15.38,2.56,Low,10.56,4.61
Passenger,Large,128.29,63.0,35.18,24.46,9.42,Medium,325.55,10.47
Container,Medium,93.94,67.0,1.57,11.23,0.78,Low,121.56,12.03
Container,Medium,55.58,94.0,39.52,2.69,5.44,Medium,57.67,5.6
Passenger,Medium,85.0,69.0,26.58,38.96,11.61,High,112.64,1.86
Cargo,Large,144.36,93.0,27.25,32.05,8.53,Medium,238.08,9.92
Tanker,Small,43.05,71.0,1.52,17.04,1.53,Low,24.93,5.48
Tanker,Small,36.54,86.0,24.22,2.37,7.54,Medium,441.58,5.8
Cargo,Small,48.68,88.0,19.39,43.28,6.39,Medium,279.96,3.73
Tanker,Small,31.23,81.0,4.23,8.49,2.07,Low,146.5,6.68
Cargo,Medium,61.93,72.0,11.12,46.54,6.21,Medium,343.5,8.93
Passenger,Large,143.46,69.0,35.61,23.93,16.15,High,402.12,6.15
Cargo,Large,190.52,61.0,22.0,17.02,8.71,Medium,306.96,11.16
Container,Large,157.9,72.0,16.54,37.09,4.61,Medium,101.25,9.38
Passenger,Medium,57.85,86.0,2.91,43.84,3.26,Low,55.14,10.4
Passenger,Small,24.34,98.0,28.56,18.54,8.26,Medium,429.95,5.07
Cargo,Medium,53.52,95.0,28.11,20.37,9.04,Medium,117.34,6.06
Passenger,Medium,61.98,91.0,24.56,21.66,12.59,Medium,10.04,4.78
Container,Small,43.74,92.0,20.41,46.12,7.29,Medium,321.45,3.94
Container,Large,179.76,87.0,17.35,34.63,7.71,Medium,76.44,8.83
Tanker,Medium,80.26,70.0,23.73,12.38,6.44,Medium,495.48,10.48
Passenger,Medium,88.51,96.0,9.34,9.25,1.75,Low,434.87,14.72
Container,Large,193.36,87.0,37.65,11.52,11.17,Medium,304.22,10.21
Passenger,Small,49.1,82.0,23.55,13.18,8.64,Medium,416.93,5.26
Tanker,Small,48.92,64.0,12.45,11.51,3.85,Low,235.27,6.92
Tanker,Medium,93.3,78.0,17.99,32.93,6.26,Medium,394.24,9.36
Container,Small,26.58,78.0,32.23,5.8,14.09,High,323.27,1.1
Passenger,Medium,68.72,95.0,6.46,19.37,1.69,Low,14.32,10.46
Tanker,Small,40.57,82.0,11.71,31.25,4.12,Low,474.38,8.92
Cargo,Small,40.74,75.0,27.18,14.54,12.27,Medium,430.46,4.83
Tanker,Medium,73.47,99.0,12.62,3.26,6.07,Low,476.7,14.66
Cargo,Large,165.13,64.0,31.7,4.09,8.6,Medium,365.68,11.53
Container,Small,44.87,77.0,5.22,6.3,2.69,Low,206.03,7.2
Container,Large,156.03,62.0,30.51,41.79,7.57,Medium,103.49,8.32
Passenger,Large,157.3,90.0,2.73,32.89,2.16,Low,90.0,14.69
Cargo,Medium,56.61,97.0,0.5,3.23,0.38,Low,72.46,11.8
Tanker,Large,132.16,71.0,35.93,19.55,17.55,High,110.3,3.16
Passenger,Medium,82.83,94.0,23.25,13.93,5.09,Medium,275.32,8.4
Cargo,Large,135.37,72.0,14.07,28.9,3.19,Low,341.87,16.62
Passenger,Large,141.23,96.0,9.3,26.14,2.57,Low,157.03,15.13
Tanker,Large,175.31,90.0,24.68,24.06,6.25,Medium,274.37,10.8
Container,Medium,95.93,92.0,20.36,15.73,9.02,Medium,170.63,7.07
Cargo,Medium,54.76,61.0,39.66,6.89,12.4,High,348.25,4.12
Container,Medium,74.64,99.0,39.33,37.12,12.96,High,494.24,4.94
Passenger,Medium,96.31,89.0,25.4,43.99,10.67,High,344.51,4.23
Tanker,Small,38.49,72.0,17.71,47.21,10.44,Medium,29.52,0.82
Tanker,Large,137.61,93.0,19.65,2.93,2.82,Low,238.62,15.86
Cargo,Small,21.92,71.0,27.3,37.0,12.17,High,385.19,1.53
Tanker,Small,31.59,95.0,4.06,36.33,3.73,Low,271.12,7.21
Container,Medium,73.67,65.0,13.13,47.36,4.8,Medium,475.53,10.27
Cargo,Medium,92.9,88.0,3.01,12.65,1.94,Low,27.39,10.88
Cargo,Small,40.25,82.0,2.93,37.11,2.97,Low,145.58,6.07
Passenger,Medium,92.57,64.0,7.83,2.73,0.96,Low,110.36,11.76
Tanker,Small,30.04,70.0,19.41,31.56,5.32,Medium,383.81,5.1
Tanker,Small,37.78,60.0,31.39,17.54,11.62,Medium,261.9,2.94
Tanker,Large,176.58,79.0,19.42,38.45,7.77,Medium,69.17,8.57
Tanker,Small,45.66,72.0,13.42,43.17,6.33,Medium,142.8,2.66
Passenger,Large,141.43,84.0,3.29,18.24,1.55,Low,261.33,16.73
Cargo,Medium,62.05,72.0,22.01,26.28,9.46,Medium,498.06,10.01
Tanker,Medium,69.44,72.0,10.85,5.87,2.53,Low,182.15,12.11
Tanker,Small,38.39,90.0,24.6,20.85,7.33,Medium,78.41,1.8
Tanker,Small,24.38,62.0,39.09,18.04,10.58,High,248.53,0.11
Passenger,Large,190.87,96.0,4.45,9.16,2.1,Low,155.09,15.74
Cargo,Small,44.12,94.0,8.49,44.72,3.39,Low,282.98,6.97
Tanker,Small,38.28,87.0,18.92,7.4,3.82,Low,233.36,6.66
Cargo,Small,20.94,84.0,38.74,31.79,8.57,Medium,344.74,3.42
Cargo,Small,38.92,96.0,30.87,44.51,6.65,Medium,457.15,4.87
Passenger,Large,116.85,67.0,35.93,45.6,8.86,High,100.26,3.41
Tanker,Large,151.54,63.0,13.35,39.66,6.56,Medium,410.59,12.39
Passenger,Large,196.79,70.0,39.68,8.81,16.03,High,474.63,6.98
Passenger,Large,121.0,92.0,4.11,40.87,3.54,Low,186.8,15.29
Cargo,Medium,82.59,61.0,2.12,13.83,1.31,Low,56.83,11.25
Container,Small,44.91,83.0,34.22,46.12,6.45,Medium,410.96,4.23
Passenger,Medium,99.38,100.0,37.09,35.45,19.71,High,350.55,2.97
Container,Small,21.77,94.0,3.62,39.26,2.57,Low,106.36,5.64
Cargo,Medium,73.99,81.0,4.54,4.25,1.88,Low,222.61,12.93
Tanker,Small,37.25,63.0,1.33,29.14,2.08,Low,289.0,7.83
Tanker,Medium,54.33,93.0,4.18,41.06,3.64,Low,84.93,10.66
Cargo,Small,42.25,84.0,8.38,43.08,3.72,Low,357.46,7.72
Passenger,Medium,97.46,65.0,38.8,1.43,8.85,Medium,344.94,8.2
Cargo,Small,20.1,64.0,26.71,46.96,5.34,Medium,443.56,5.03
Passenger,Small,36.95,96.0,31.14,2.17,10.86,Medium,283.64,3.55
Cargo,Small,43.72,87.0,31.05,30.73,12.25,High,287.16,0.48
Container,Medium,61.45,93.0,21.4,34.67,10.08,Medium,309.69,7.93
Passenger,Medium,91.35,95.0,31.9,5.37,3.6,Medium,136.89,6.91
Container,Small,32.35,83.0,23.83,2.4,10.3,Medium,379.3,4.92
Tanker,Large,155.16,81.0,12.58,39.25,6.94,Medium,331.25,11.6
Cargo,Small,40.5,77.0,22.44,19.23,4.47,Medium,419.57,5.64
Tanker,Medium,59.8,73.0,21.34,5.36,5.37,Medium,384.29,9.73
Passenger,Medium,71.11,77.0,32.94,38.13,13.61,High,319.29,3.42
Tanker,Small,40.0,91.0,39.27,42.46,13.84,High,80.45,0.0
Tanker,Large,184.22,84.0,16.44,29.37,3.87,Medium,459.57,13.2
Passenger,Large,123.99,96.0,30.54,8.06,4.52,Medium,183.61,10.1
Passenger,Medium,83.73,78.0,3.99,0.76,1.68,Low,482.15,15.64
Container,Large,191.8,84.0,31.07,35.04,6.8,Medium,200.94,9.48
Tanker,Small,48.95,85.0,14.86,27.51,3.88,Low,72.97,4.85
Container,Medium,82.05,84.0,1.58,32.54,2.31,Low,442.42,14.66
Passenger,Large,120.4,88.0,14.53,40.66,7.04,Medium,397.53,12.13
Container,Small,24.75,69.0,24.43,21.71,9.44,Medium,393.15,4.73
Passenger,Large,177.3,80.0,4.77,6.23,1.7,Low,44.71,14.71
Tanker,Large,197.91,64.0,36.96,47.0,14.46,High,439.64,6.16
Cargo,Large,126.66,75.0,3.11,27.26,2.42,Low,298.2,16.84
Container,Large,158.43,80.0,37.2,30.76,19.66,High,235.18,3.91
Container,Small,31.02,86.0,28.29,46.67,7.69,Medium,456.59,4.85
Cargo,Medium,69.77,98.0,13.19,46.58,4.78,Medium,333.02,8.86
Tanker,Medium,71.5,84.0,15.63,28.6,3.35,Low,66.52,10.18
Cargo,Small,46.25,90.0,29.63,14.88,11.51,Medium,259.77,3.07
Cargo,Small,31.3,80.0,24.06,49.86,10.18,Medium,318.31,3.36
Tanker,Small,31.67,85.0,26.87,34.04,5.58,Medium,449.28,5.31
Passenger,Medium,75.59,63.0,15.57,20.42,4.85,Medium,139.95,7.33
Passenger,Small,22.33,70.0,19.51,27.99,4.74,Medium,397.12,5.36
Container,Large,178.75,74.0,39.59,20.79,10.25,High,399.91,6.58
Tanker,Medium,54.45,79.0,8.56,44.42,6.33,Medium,64.02,6.29
Container,Large,180.24,62.0,16.71,24.12,7.44,Medium,8.62,8.42
Tanker,Small,47.47,66.0,11.67,41.18,3.26,Low,290.7,6.97
Passenger,Medium,77.64,71.0,30.6,42.01,8.25,Medium,394.74,8.35
Passenger,Medium,66.46,99.0,30.56,41.22,5.24,Medium,277.22,7.5
Passenger,Medium,98.85,73.0,11.7,36.11,6.32,Medium,406.67,9.73
Passenger,Large,137.45,79.0,3.26,42.74,3.08,Low,311.15,16.59
Tanker,Small,44.75,68.0,0.46,19.36,1.2,Low,326.65,8.54
Tanker,Large,174.6,84.0,17.1,5.73,7.01,Medium,14.08,8.87
Tanker,Large,131.77,71.0,16.41,42.12,7.15,Medium,44.3,8.47
Tanker,Large,164.01,68.0,39.54,24.91,17.93,High,362.51,5.36
Cargo,Small,40.25,81.0,18.79,6.37,7.49,Medium,381.42,5.4
Passenger,Large,173.73,60.0,10.26,5.77,2.31,Low,271.09,16.65
Tanker,Medium,98.56,60.0,35.65,7.96,11.52,Medium,295.08,7.46
Tanker,Large,168.79,69.0,19.64,37.55,8.21,Medium,307.18,10.92
Cargo,Small,36.55,61.0,23.97,35.54,8.5,Medium,52.5,1.17
Passenger,Large,116.04,64.0,3.83,10.19,1.17,Low,333.95,17.63
Cargo,Small,27.98,74.0,15.32,42.35,5.02,Medium,239.23,3.68
Tanker,Small,38.51,92.0,37.77,14.06,8.73,Medium,301.26,3.37
Cargo,Medium,84.03,83.0,23.58,39.65,4.44,Medium,281.57,8.0
Passenger,Large,101.54,81.0,13.78,24.44,7.65,Medium,381.5,12.27
Container,Medium,99.68,72.0,25.03,36.58,11.2,Medium,159.28,6.09
Tanker,Small,27.64,97.0,36.42,19.07,14.64,High,186.76,0.0
Passenger,Large,101.52,76.0,10.96,17.36,4.47,Low,195.8,15.42
Tanker,Small,25.32,63.0,20.2,42.07,9.69,Medium,381.23,4.39
Container,Small,41.29,85.0,38.35,1.77,18.99,High,215.56,0.0
Tanker,Small,42.22,65.0,6.9,48.74,4.19,Medium,88.54,2.55
Cargo,Medium,66.07,74.0,28.79,32.41,12.7,High,491.52,5.56
Passenger,Medium,74.24,80.0,24.58,21.62,7.07,Medium,246.69,7.7
Passenger,Large,103.85,95.0,27.19,31.4,13.58,High,54.62,3.2
Container,Medium,85.72,80.0,14.05,6.14,6.53,Low,335.14,13.07
Tanker,Small,34.36,88.0,12.56,25.7,7.07,Medium,369.58,5.25
Container,Small,42.23,100.0,27.37,49.25,5.26,Medium,250.11,3.02
Container,Small,40.7,65.0,8.62,11.76,2.48,Low,323.23,8.12
Passenger,Medium,96.32,71.0,16.79,36.11,4.38,Medium,86.34,6.46
Passenger,Medium,66.47,76.0,7.53,21.75,3.21,Low,183.96,11.91
Tanker,Large,189.11,77.0,0.33,32.62,1.73,Low,80.91,14.77
Container,Large,196.94,76.0,38.8,10.24,8.36,Medium,193.62,9.36
Passenger,Small,49.19,96.0,17.27,23.52,7.9,Medium,281.4,4.09
Cargo,Large,152.47,89.0,38.77,49.0,10.51,High,221.27,4.24
Cargo,Large,170.94,84.0,5.61,9.76,2.97,Low,296.61,16.99
Container,Small,42.43,72.0,23.49,31.82,5.61,Medium,250.88,3.54
Passenger,Small,29.27,93.0,8.04,28.78,3.42,Low,158.91,6.07
Tanker,Large,156.97,98.0,31.6,28.25,12.44,High,71.71,3.33
Container,Small,38.93,93.0,31.35,30.76,12.26,High,126.34,0.0
Cargo,Small,32.72,60.0,4.5,25.11,1.85,Low,100.36,5.89
Cargo,Medium,55.67,85.0,36.48,0.85,16.04,High,353.71,4.09
Cargo,Medium,59.08,62.0,7.79,45.0,4.89,Medium,409.98,9.92
Tanker,Medium,79.26,70.0,24.52,41.35,13.05,High,360.19,4.24
Passenger,Small,32.42,62.0,39.43,8.71,18.06,High,321.87,0.27
Container,Small,47.2,84.0,35.3,20.66,12.27,High,153.93,0.0
Tanker,Medium,78.96,87.0,38.26,38.53,19.69,High,355.49,2.9
Passenger,Small,23.45,65.0,13.7,49.0,8.47,Medium,302.54,3.91
Cargo,Small,44.73,75.0,4.22,47.56,4.42,Medium,23.45,2.03
Container,Medium,69.07,78.0,7.53,44.97,5.56,Medium,453.81,10.31
Cargo,Medium,64.56,75.0,20.02,7.92,8.97,Medium,39.98,5.94
Tanker,Large,190.21,65.0,31.73,45.72,11.42,High,251.35,4.87
Tanker,Large,139.99,77.0,6.01,43.92,3.31,Low,256.53,15.86
Tanker,Large,105.57,90.0,26.39,18.85,13.19,High,418.5,7.17
Passenger,Large,114.15,63.0,12.94,19.73,6.02,Medium,456.53,13.32
Container,Large,169.9,63.0,13.65,23.0,4.05,Low,469.84,17.95
Passenger,Large,169.23,74.0,26.48,32.81,7.9,Medium,284.84,10.48
Tanker,Large,177.48,98.0,18.68,13.04,7.65,Medium,339.52,11.84
Container,Large,102.34,87.0,32.48,1.15,9.51,Medium,44.26,8.24
Passenger,Small,48.98,87.0,6.24,7.06,1.18,Low,243.96,7.67
Cargo,Large,160.7,74.0,31.6,22.01,6.05,Medium,448.93,12.26
Passenger,Large,177.6,84.0,2.57,14.1,1.73,Low,227.85,16.5
Passenger,Small,32.65,60.0,7.76,38.23,3.71,Low,34.8,4.62
Container,Small,39.95,85.0,26.25,5.33,8.22,Medium,100.32,2.16
Container,Medium,90.29,97.0,34.2,45.87,16.2,High,214.75,1.9
Cargo,Medium,89.42,85.0,10.11,44.77,6.29,Medium,118.76,6.76
Cargo,Large,139.44,95.0,13.09,45.44,4.46,Medium,196.15,10.35
Cargo,Medium,85.16,89.0,21.48,36.98,4.84,Medium,166.48,6.97
Container,Large,140.54,65.0,8.46,5.35,3.11,Low,159.46,15.55
Passenger,Large,186.82,96.0,32.45,21.91,13.97,High,45.58,3.0
Passenger,Large,176.22,63.0,30.95,6.57,5.27,Medium,441.36,12.61
Tanker,Large,183.22,81.0,5.81,49.38,3.91,Medium,346.35,12.19
Container,Large,130.42,66.0,18.55,16.65,9.14,Medium,311.69,11.34
Container,Small,28.99,60.0,30.99,29.27,16.27,High,303.23,0.27
Container,Large,130.12,77.0,13.49,38.97,5.75,Medium,198.25,10.35
Passenger,Large,143.01,72.0,25.32,46.03,5.64,Medium,411.66,11.77
Tanker,Small,40.75,79.0,2.01,37.78,2.3,Low,465.02,9.36
Tanker,Large,120.17,83.0,24.35,33.73,6.39,Medium,2.81,7.9
Container,Large,198.05,62.0,6.11,23.3,2.36,Low,39.6,14.19
Container,Small,28.76,65.0,33.22,30.27,11.4,High,337.49,0.97
Container,Small,26.88,82.0,14.22,4.71,4.97,Low,118.03,5.68
Tanker,Large,171.21,74.0,11.26,44.2,3.89,Medium,455.85,13.12
Container,Small,23.51,89.0,33.64,27.19,16.69,High,333.71,0.44
Container,Medium,70.8,86.0,2.01,2.01,0.8,Low,184.15,12.82
Passenger,Large,129.21,94.0,15.86,46.0,7.67,Medium,207.64,10.0
Cargo,Small,22.69,88.0,14.8,24.47,8.55,Medium,345.44,4.77
Container,Small,47.46,77.0,11.39,43.43,6.17,Medium,70.48,2.05
Container,Small,32.56,87.0,36.47,42.84,19.34,High,441.71,0.8
Tanker,Medium,52.26,71.0,30.04,40.79,8.48,Medium,2.39,4.46
Tanker,Small,40.11,72.0,2.56,3.07,0.66,Low,489.47,10.44
Tanker,Large,106.49,92.0,28.59,12.35,9.38,Medium,83.82,8.62
Cargo,Medium,64.71,78.0,21.09,43.78,8.59,Medium,371.06,8.52
Cargo,Medium,58.84,92.0,36.03,44.95,9.11,High,19.96,0.59
Cargo,Small,36.86,93.0,12.52,22.9,5.9,Medium,215.71,3.88
Cargo,Medium,60.06,94.0,22.97,22.0,3.67,Medium,315.16,8.8
Cargo,Medium,96.56,97.0,20.03,8.76,7.97,Medium,35.11,5.98
Cargo,Large,111.32,77.0,19.58,48.42,7.96,Medium,221.65,9.87
Container,Large,199.54,73.0,18.24,10.66,7.38,Medium,151.57,10.05
Tanker,Medium,69.62,83.0,8.23,9.55,2.87,Low,249.12,12.8
Cargo,Large,109.07,75.0,30.23,33.04,16.49,High,252.29,4.7
Passenger,Small,40.69,84.0,18.05,12.14,4.83,Low,392.62,8.1
Tanker,Small,31.47,88.0,38.34,46.94,21.25,High,61.75,0.0
Tanker,Large,188.79,88.0,10.43,0.55,1.34,Low,41.36,14.55
Tanker,Small,34.33,75.0,27.31,0.29,10.21,Medium,200.95,3.02
Container,Small,36.51,67.0,37.63,25.24,11.86,High,443.76,1.87
Cargo,Medium,78.02,77.0,26.54,24.4,12.6,High,427.63,5.2
Tanker,Large,190.56,66.0,34.85,8.17,14.9,High,280.0,5.4
Cargo,Large,123.84,96.0,33.1,24.73,15.14,High,444.39,6.78
Passenger,Medium,99.27,74.0,14.4,20.58,3.01,Low,402.67,13.79
Tanker,Medium,53.68,66.0,24.0,44.52,12.52,High,138.97,2.05
Passenger,Large,193.96,61.0,6.25,0.46,1.18,Low,85.05,15.21
Tanker,Small,35.34,86.0,21.42,48.81,4.8,Medium,150.58,2.38
Passenger,Medium,69.02,85.0,9.22,31.22,3.29,Low,113.56,10.92
Container,Small,45.37,74.0,29.75,7.59,9.06,Medium,311.36,3.97
Cargo,Small,34.14,63.0,21.12,2.34,8.5,Medium,292.45,4.37
Passenger,Medium,59.8,76.0,16.45,26.91,4.43,Medium,299.22,8.79
Passenger,Large,151.11,72.0,10.75,11.74,2.15,Low,94.65,14.76
Tanker,Large,131.63,87.0,39.95,15.06,15.07,High,395.93,6.15
Container,Large,179.86,84.0,2.87,12.26,2.03,Low,216.81,16.38
Cargo,Medium,63.82,75.0,1.74,32.51,2.22,Low,236.23,12.6
Tanker,Medium,72.35,69.0,8.69,27.68,4.66,Low,498.48,14.73
Cargo,Large,111.7,100.0,38.84,3.9,12.8,High,141.14,4.11
Cargo,Large,100.14,78.0,39.17,26.33,17.49,High,197.07,3.74
Passenger,Large,156.09,88.0,26.2,39.56,14.82,High,338.23,5.8
Cargo,Medium,85.26,66.0,35.2,4.06,11.38,Medium,440.21,9.02
Cargo,Small,39.36,79.0,8.56,44.49,4.51,Medium,63.39,2.27
Tanker,Medium,81.16,61.0,38.88,28.92,18.71,High,367.52,3.28
Tanker,Small,47.58,80.0,5.71,47.53,5.16,Medium,459.14,6.24
Passenger,Medium,85.04,99.0,4.05,7.41,0.98,Low,211.46,12.87
Tanker,Medium,63.89,75.0,4.49,49.68,3.97,Low,143.36,11.02
Passenger,Small,23.47,62.0,22.93,32.21,11.17,Medium,338.87,3.88
Container,Small,47.2,61.0,31.24,28.37,11.21,High,123.04,0.0
Cargo,Medium,90.03,76.0,14.67,25.76,5.16,Medium,192.14,7.76
Container,Large,147.53,66.0,39.12,1.18,14.22,High,448.46,7.08
Cargo,Medium,86.1,61.0,17.38,46.98,5.96,Medium,295.17,8.15
Cargo,Small,29.98,90.0,6.02,32.2,3.05,Low,47.49,5.02
Passenger,Large,116.93,78.0,18.64,4.58,9.49,Medium,164.85,10.08
Passenger,Large,163.73,72.0,27.16,1.05,9.68,Medium,313.63,11.19
Passenger,Medium,54.17,96.0,33.29,2.54,15.08,High,240.75,3.18
Container,Large,126.1,65.0,18.35,30.47,9.29,Medium,330.17,11.25
Container,Medium,73.3,98.0,23.74,30.7,10.1,Medium,380.72,8.6
Cargo,Small,42.84,73.0,10.69,24.98,5.91,Medium,240.31,4.18
Container,Medium,91.06,96.0,25.84,15.34,6.32,Medium,493.48,10.3
Cargo,Large,160.37,84.0,39.44,26.59,15.32,High,457.34,6.54
Cargo,Small,48.78,93.0,1.96,25.82,1.95,Low,29.95,5.29
Tanker,Large,124.37,99.0,35.46,0.97,12.42,Medium,133.22,8.7
Container,Small,24.3,72.0,22.49,14.12,4.47,Medium,150.27,3.05
Tanker,Large,109.83,98.0,10.08,2.66,2.26,Low,92.15,14.94
Container,Medium,91.39,76.0,38.2,45.01,10.45,High,156.01,1.7
Passenger,Small,39.58,75.0,19.33,36.26,8.4,Medium,212.41,2.99
Cargo,Medium,69.22,74.0,13.27,49.81,8.98,Medium,25.78,5.3
Container,Medium,76.38,82.0,7.26,15.11,4.25,Low,63.65,10.75
Tanker,Large,135.15,66.0,9.78,43.92,4.06,Medium,48.12,9.11
Passenger,Small,30.6,82.0,33.31,30.15,8.9,Medium,23.16,0.47
Passenger,Large,170.7,82.0,24.58,22.66,3.95,Medium,240.75,10.73
Container,Large,128.35,90.0,36.53,11.13,10.04,Medium,166.9,9.02
Tanker,Large,115.95,93.0,9.28,36.92,5.87,Medium,467.72,13.29
Container,Large,142.69,78.0,4.85,45.21,4.52,Medium,51.38,9.32
Container,Large,169.08,72.0,0.24,11.77,0.64,Low,463.02,19.12
Cargo,Medium,53.67,70.0,20.31,8.77,4.63,Low,43.27,9.98
Cargo,Medium,82.89,68.0,39.93,34.81,9.26,High,309.61,3.48
Tanker,Small,47.19,62.0,27.8,48.85,9.12,Medium,123.87,1.36
Tanker,Large,190.67,74.0,12.34,37.5,7.08,Medium,413.4,12.46
Tanker,Medium,54.52,71.0,35.07,14.23,13.29,High,30.74,0.94
Container,Large,139.17,99.0,31.27,21.0,14.01,High,476.25,7.38
Tanker,Large,141.13,82.0,0.62,19.22,1.17,Low,23.63,14.5
Passenger,Large,105.21,74.0,32.67,42.6,8.77,Medium,120.56,8.24
Cargo,Small,23.64,83.0,12.02,38.57,4.23,Medium,232.09,3.93
Tanker,Medium,80.47,66.0,5.99,29.45,2.09,Low,378.03,13.88
Passenger,Large,113.25,78.0,9.05,13.75,4.42,Low,475.56,18.39
Passenger,Small,43.73,85.0,18.74,46.9,10.57,Medium,214.02,2.61
Cargo,Small,39.96,80.0,16.99,32.67,8.55,Medium,378.66,4.83
Cargo,Medium,88.76,76.0,11.56,48.52,3.93,Medium,363.58,9.29
Passenger,Medium,79.63,100.0,6.89,29.01,4.24,Low,285.58,12.71
Container,Large,186.2,95.0,30.49,41.06,5.66,Medium,345.46,10.94
Passenger,Small,40.36,85.0,39.6,40.66,7.67,Medium,19.03,0.03
Container,Large,149.58,83.0,31.11,16.87,9.44,Medium,220.79,9.77
Passenger,Medium,85.05,85.0,11.84,48.2,5.85,Medium,392.93,9.39
Passenger,Medium,57.57,68.0,9.79,1.1,4.23,Low,237.11,12.64
Tanker,Medium,61.53,76.0,8.71,38.44,5.16,Medium,436.75,10.25
Cargo,Medium,80.7,62.0,5.47,48.28,3.3,Low,416.82,13.8
Cargo,Small,37.83,79.0,22.05,16.95,5.05,Medium,431.72,5.77
Tanker,Small,48.12,82.0,24.22,32.41,6.81,Medium,65.0,1.51
Container,Large,158.96,69.0,28.22,28.11,5.62,Medium,122.07,9.09
Tanker,Medium,75.64,99.0,27.21,38.08,7.76,Medium,14.8,4.85
Tanker,Medium,96.44,96.0,11.69,43.31,6.74,Medium,491.4,10.39
Passenger,Large,165.29,89.0,13.21,30.15,4.1,Low,118.07,14.31
Passenger,Small,26.6,81.0,27.26,40.8,13.87,High,183.55,0.0
Cargo,Medium,51.79,95.0,13.98,15.61,4.8,Low,137.46,11.08
Cargo,Medium,70.23,65.0,8.5,11.43,2.52,Low,19.9,10.49
Cargo,Large,132.32,92.0,14.97,21.53,5.04,Medium,130.63,10.02
Tanker,Small,35.47,65.0,10.88,33.89,5.87,Medium,49.1,2.08
Tanker,Large,125.96,92.0,3.53,9.36,1.55,Low,197.14,16.25
Tanker,Small,47.24,71.0,33.21,34.02,5.12,Medium,483.41,5.38
Cargo,Medium,94.97,95.0,34.12,19.7,16.98,High,349.13,3.69
Passenger,Large,167.22,98.0,8.79,39.78,3.1,Low,353.45,16.79
Container,Medium,55.57,66.0,2.59,1.84,1.32,Low,226.59,13.17
Passenger,Medium,94.66,79.0,29.55,33.4,4.96,Medium,405.65,9.02
Cargo,Medium,98.51,99.0,8.46,32.49,5.08,Medium,454.14,10.56
Passenger,Medium,90.76,79.0,15.74,47.05,7.29,Medium,480.78,9.95
Container,Small,27.9,95.0,2.57,35.67,2.56,Low,49.5,5.2
Tanker,Small,44.02,84.0,9.05,39.82,3.16,Low,439.82,8.63
Passenger,Large,128.37,75.0,31.72,45.23,8.46,Medium,112.54,8.19
Passenger,Medium,62.92,71.0,32.18,33.75,14.91,High,198.63,2.21
Tanker,Small,40.9,68.0,8.28,14.51,4.51,Low,172.74,6.37
Container,Medium,71.29,90.0,13.44,43.49,6.36,Medium,337.57,8.8
Tanker,Small,36.76,75.0,5.37,37.38,3.16,Low,298.96,7.46
Container,Small,31.06,80.0,2.97,21.22,1.43,Low,54.55,5.63
Container,Small,20.58,80.0,39.69,35.53,16.58,High,391.41,0.56
Tanker,Small,25.92,83.0,26.22,43.38,7.71,Medium,219.82,2.65
Container,Medium,73.63,95.0,21.68,48.78,5.08,Medium,1.11,5.04
Passenger,Small,44.81,99.0,30.62,47.62,13.6,High,207.25,0.0
Tanker,Small,36.31,76.0,33.6,16.27,10.7,Medium,258.17,2.91
Tanker,Large,100.36,93.0,32.27,21.08,4.44,Medium,34.44,8.27
Tanker,Large,142.59,91.0,0.66,5.48,0.37,Low,75.57,15.38
Passenger,Medium,84.72,83.0,7.47,12.38,3.46,Low,496.79,15.2
Container,Large,187.45,98.0,26.2,44.12,5.49,Medium,435.6,12.01
Cargo,Medium,50.52,68.0,15.03,18.04,7.61,Medium,66.66,6.39
Passenger,Small,22.69,64.0,39.3,31.03,10.38,High,290.15,0.28
Container,Small,28.51,94.0,26.62,33.3,5.27,Medium,189.62,2.77
Container,Large,126.2,78.0,38.26,39.09,17.41,High,271.87,4.28
Passenger,Medium,77.0,94.0,8.06,9.14,2.95,Low,235.27,12.67
Tanker,Large,174.68,96.0,34.56,15.24,8.46,Medium,24.07,7.76
Tanker,Large,177.03,62.0,12.85,22.42,4.49,Low,157.71,14.84
Tanker,Medium,71.7,95.0,39.58,18.24,5.21,Medium,62.76,5.36
Passenger,Small,38.1,78.0,6.31,49.15,4.76,Medium,244.48,4.07
Cargo,Small,33.05,80.0,20.65,41.75,7.17,Medium,453.66,5.35
Container,Large,187.47,85.0,31.71,23.98,13.43,High,497.77,7.57
Passenger,Large,161.95,97.0,17.31,43.96,8.28,Medium,472.13,12.55
Tanker,Large,138.74,61.0,18.72,17.38,7.62,Medium,492.85,13.28
Cargo,Large,185.49,79.0,39.45,39.29,18.42,High,7.62,1.48
Cargo,Medium,82.18,88.0,17.01,11.18,6.55,Medium,364.72,9.52
Passenger,Medium,97.43,89.0,24.16,38.62,8.39,Medium,136.47,6.15
Cargo,Medium,72.68,88.0,2.18,22.82,1.7,Low,432.81,14.79
